,statistic,value,weight,T,K,p,noise_std,signal,experiment,dgp,split,floor_start,floor_decay,noise_form,bandit_model,batch_size,time_explore,policy,policy_value
1,Var,0.0009063040310699225,DM,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.06905681741818463,uniform,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.011843899399474007,uniform,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.05133228894171544,propscore_expected,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.006135404741936592,propscore_expected,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,-0.012420984205362667,propscore_X,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.0030296005434590164,propscore_X,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.07676195939442748,lvdl_expected,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.006583405006924182,lvdl_expected,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.02760036521310575,lvdl_X,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.004015678449712406,lvdl_X,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.03313533503705904,DM,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.0009062763583277927,DM,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.1645984758725632,uniform,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.0526938980616213,uniform,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,0.0013947016635750922,propscore_expected,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.011920076988292356,propscore_expected,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,-0.03097384441463376,propscore_X,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.00597274768958984,propscore_X,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,0.01817424484992132,lvdl_expected,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.014627045934801386,lvdl_expected,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,-0.019854134816682967,lvdl_X,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.008279932009332738,lvdl_X,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,-0.02469721840291132,DM,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.0009082574595882354,DM,1000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,0.021835874347224008,uniform,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.004926641878653853,uniform,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.05871512612979268,propscore_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.00114535120517843,propscore_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.07016149917900188,propscore_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.0009183340086490735,propscore_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.057549089323661165,lvdl_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.0014181421251051702,lvdl_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.061805389133235446,lvdl_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.001135348483967669,lvdl_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.019473123011797624,DM,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.00031358174260183246,DM,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,-0.07714244148603103,uniform,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.05702743901888758,uniform,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.049045022532955965,propscore_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.003971297124541141,propscore_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.009670047016466518,propscore_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.0013735814664025498,propscore_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.043639000944377594,lvdl_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.007523147642688399,lvdl_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.025950886158517265,lvdl_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.00201255025994408,lvdl_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.02483432109312931,DM,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.0003135741042485354,DM,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.21604241292840526,uniform,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.012968336611973498,uniform,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.07646082205504065,propscore_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.0025148539733256723,propscore_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.005118234028326663,propscore_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.0011724047223893703,propscore_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.10824017016379724,lvdl_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.0033245600125624644,lvdl_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.05081485823547925,lvdl_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.0016773741106449669,lvdl_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.028960028384173483,DM,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.00031358127288914645,DM,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,-0.29318485441443626,uniform,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.05474333873991948,uniform,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,-0.011621708554682277,propscore_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.004635607661572702,propscore_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,0.0024219327481220555,propscore_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.002358116477183198,propscore_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,-0.06291269094665028,lvdl_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.007890097572586413,lvdl_expected,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,-0.03862588345078418,lvdl_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.00357962080096283,lvdl_X,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,-0.004125707291044181,DM,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.00031384317257360505,DM,3000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,0.009764844051701324,uniform,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.0017827693364275534,uniform,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.0482309783731563,propscore_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.000888248663689254,propscore_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.056643511098870405,propscore_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.0006557579375239295,propscore_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.04227447407420981,lvdl_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.0009499328207200907,lvdl_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.04739660725071737,lvdl_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.00068800977574177,lvdl_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.004694203010348009,DM,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.00019358800661131462,DM,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,-0.046583448291559686,uniform,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.008362020858512384,uniform,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.042163950948720906,propscore_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.003262652432069386,propscore_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,-0.032049160770465476,propscore_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.000846728519297378,propscore_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.0281599078237246,lvdl_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.004681571485520155,lvdl_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,-0.022182737547755526,lvdl_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.0011673843073650454,lvdl_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.0040280929067444664,DM,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.000193588645006751,DM,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.11511700642093174,uniform,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.004899914151374969,uniform,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.06243768716188226,propscore_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.002169880580864014,propscore_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,-0.03927673284693146,propscore_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.0007345145341461159,propscore_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.08872602465685439,lvdl_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.0024515750381332367,lvdl_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,-0.007053597162159553,lvdl_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.0009231930710014717,lvdl_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,-0.012897868115618868,DM,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.00019366441927581705,DM,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,-0.16170045471249142,uniform,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.010725191580624825,uniform,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,-0.008899463286603442,propscore_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.0035841243097205397,propscore_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,0.013562684528245774,propscore_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.0014369693148684724,propscore_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,-0.057948673853016684,lvdl_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.0048347015736580025,lvdl_expected,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,-0.02159602449270747,lvdl_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.0019531697161097464,lvdl_X,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,0.016925961022363333,DM,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
1,Var,0.00019360783649716176,DM,5000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.0
0,Bias,0.00414632027932765,uniform,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.0009277517235206303,uniform,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.04011970690541985,propscore_expected,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.0006520503912248488,propscore_expected,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.048842094636479934,propscore_X,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.0004650982176358791,propscore_X,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.032627732993755466,lvdl_expected,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.0006695784189278501,lvdl_expected,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,0.037204177944654936,lvdl_X,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.00047041452393555624,lvdl_X,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,-0.0027424679194485604,DM,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
1,Var,0.0001374188791925639,DM,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.0
0,Bias,-0.024241916550134694,uniform,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.0030693189947008483,uniform,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.05837417745187231,propscore_expected,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.0025951797079583282,propscore_expected,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,-0.024204979187831197,propscore_X,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.0006535648569303458,propscore_X,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.03296079999017294,lvdl_expected,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.0031121483309431786,lvdl_expected,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,-0.016161370058136226,lvdl_X,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.0008674197193845432,lvdl_X,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.0028998317557662446,DM,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
1,Var,0.00013742287322157418,DM,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.0
0,Bias,0.11481282014274027,uniform,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.006638601484842658,uniform,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
0,Bias,0.047609327412639194,propscore_expected,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
1,Var,0.0017861534034580434,propscore_expected,7000,4,3,1,0.0,synthetic_nosignal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.0
